propval#description
experiment_id::G6SST2-solar#experiment id G6SST2-solar SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G6solar
experiment_id::G6SST2-sulfur#experiment id G6SST2-sulfur SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G6sulfur
experiment_id::G6solar#experiment id G6solar total solar irradiance reduction to reduce net forcing from SSP585 to SSP245
experiment_id::G6sulfur#experiment id G6sulfur stratospheric sulfate aerosol injection to reduce net forcing from SSP585 to SSP245
experiment_id::G7SST1-cirrus#experiment id G7SST1-cirrus SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2020 of SSP5-8.5 and cirrus thinning
experiment_id::G7SST2-cirrus#experiment id G7SST2-cirrus SSTs from year 2100 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G7cirrus
experiment_id::G7cirrus#experiment id G7cirrus increase cirrus ice crystal fall speed to reduce net forcing in SSP585 by 1 W m-2
experiment_id::a4SST#experiment id a4SST as piSST but with SSTs from abrupt-4xCO2
experiment_id::a4SSTice#experiment id a4SSTice as piSST but with SSTs and sea ice from abrupt-4xCO2
experiment_id::a4SSTice-4xCO2#experiment id a4SSTice-4xCO2 as piSST but with SSTs and sea ice from abrupt-4xCO2, and 4xCO2 seen by radiation and vegetation
experiment_id::abrupt-0p5xCO2#experiment id abrupt-0p5xCO2 abrupt halving of CO2
experiment_id::abrupt-2xCO2#experiment id abrupt-2xCO2 abrupt doubling of CO2
experiment_id::abrupt-4xCO2#experiment id abrupt-4xCO2 abrupt quadrupling of CO2
experiment_id::abrupt-solm4p#experiment id abrupt-solm4p abrupt 4% decrease in solar constant
experiment_id::abrupt-solp4p#experiment id abrupt-solp4p abrupt 4% increase in solar constant
experiment_id::amip#experiment id amip AMIP
experiment_id::amip-4xCO2#experiment id amip-4xCO2 AMIP SSTs with 4xCO2
experiment_id::amip-TIP#"experiment id amip-TIP same as "" amip "" run, but surface elevations of the Tibetan-Iranian Plateau and Himalayas reduced to 500m"
experiment_id::amip-TIP-nosh#"experiment id amip-TIP-nosh same as "" amip "" run, but sensible heat not allowed for elevations of the Tibetan-Iranian Plateau and Himalayas above 500m"
experiment_id::amip-a4SST-4xCO2#experiment id amip-a4SST-4xCO2 as AMIP but with warming pattern from abrupt-4xCO2 added to SSTs and 4xCO2 seen by radiation and vegetation
experiment_id::amip-climSIC#experiment id amip-climSIC AMIP with climatological SIC
experiment_id::amip-climSST#experiment id amip-climSST AMIP with climatological SST
experiment_id::amip-future4K#experiment id amip-future4K AMIP with patterned 4K SST increase
experiment_id::amip-hist#experiment id amip-hist AMIP-style simulation covering the period 1870-2014
experiment_id::amip-hld#"experiment id amip-hld same as "" amip "" run, but surface elevations of the East African Highlands in Africa, Sierra Madre in N. America and Andes in S. America reduced to 500m"
experiment_id::amip-lfmip-pObs#experiment id amip-lfmip-pObs prescribed land (from pseudo-observations) and AMIP SSTs
experiment_id::amip-lfmip-pdLC#experiment id amip-lfmip-pdLC prescribed modern land surface climatology from historical, prescribed SST and sea-ice from historical plus scenario runs
experiment_id::amip-lfmip-rmLC#experiment id amip-lfmip-rmLC prescribed land surface climatology from historical plus scenario 30yr running mean, prescribed SST and sea-ice from historical plus scenario runs
experiment_id::amip-lwoff#experiment id amip-lwoff AMIP experiment with longwave cloud-radiative effects off
experiment_id::amip-m4K#experiment id amip-m4K AMIP with uniform 4K SST decrease
experiment_id::amip-p4K#experiment id amip-p4K AMIP with uniform 4K SST increase
experiment_id::amip-p4K-lwoff#experiment id amip-p4K-lwoff AMIP experiment with uniform 4K SST increase and with longwave cloud radiative effects off
experiment_id::amip-piForcing#experiment id amip-piForcing AMIP SSTs with pre-industrial anthropogenic and natural forcing
experiment_id::aqua-4xCO2#experiment id aqua-4xCO2 aquaplanet with control SST and 4xCO2
experiment_id::aqua-control#experiment id aqua-control aquaplanet control
experiment_id::aqua-control-lwoff#experiment id aqua-control-lwoff aquaplanet control with longwave cloud radiative effects off
experiment_id::aqua-p4K#experiment id aqua-p4K aquaplanet with uniform 4K SST increase
experiment_id::aqua-p4K-lwoff#experiment id aqua-p4K-lwoff aquaplanet with uniform 4K SST increase and with longwave cloud radiative effects off
experiment_id::control-1950#experiment id control-1950 coupled control with fixed 1950's forcing (HighResMIP equivalent of pre-industrial control)
experiment_id::control-slab#experiment id control-slab control with slab ocean
experiment_id::dcppA-assim#experiment id dcppA-assim Assimilation run paralleling the historical simulation, which may be used to generate hindcast initial conditions
experiment_id::dcppA-hindcast#experiment id dcppA-hindcast hindcast initialized based on observations and using historical forcing
experiment_id::dcppA-hindcast-niff#experiment id dcppA-hindcast-niff hindcast initialized based on observations but without using knowledge of subsequent historical forcing
experiment_id::dcppA-historical-niff#experiment id dcppA-historical-niff hindcast initialized from historical climate simulation but without using knowledge of subsequent historical forcing
experiment_id::dcppB-forecast#experiment id dcppB-forecast forecast initialized from observations with forcing from ssp245
experiment_id::dcppC-amv-ExTrop-neg#experiment id dcppC-amv-ExTrop-neg Idealized climate impact of negative extratropical AMV anomaly pattern
experiment_id::dcppC-amv-ExTrop-pos#experiment id dcppC-amv-ExTrop-pos Idealized climate impact of positive extratropical AMV anomaly pattern
experiment_id::dcppC-amv-Trop-neg#experiment id dcppC-amv-Trop-neg Idealized climate impact of negative tropical AMV anomaly pattern
experiment_id::dcppC-amv-Trop-pos#experiment id dcppC-amv-Trop-pos idealized positive tropical AMV anomaly pattern
experiment_id::dcppC-amv-neg#experiment id dcppC-amv-neg Idealized climate impact of negative AMV anomaly pattern
experiment_id::dcppC-amv-pos#experiment id dcppC-amv-pos Idealized climate impact of positive AMV anomaly pattern
experiment_id::dcppC-atl-control#experiment id dcppC-atl-control Idealized Atlantic control
experiment_id::dcppC-atl-pacemaker#experiment id dcppC-atl-pacemaker pacemaker Atlantic experiment
experiment_id::dcppC-atl-spg#experiment id dcppC-atl-spg predictability of 1990s warming of Atlantic sub-polar gyre
experiment_id::dcppC-forecast-addAgung#experiment id dcppC-forecast-addAgung 2015 forecast with added Agung forcing
experiment_id::dcppC-forecast-addElChichon#experiment id dcppC-forecast-addElChichon 2015 forecast with added El Chichon forcing
experiment_id::dcppC-forecast-addPinatubo#experiment id dcppC-forecast-addPinatubo 2015 forecast with added Pinatubo forcing
experiment_id::dcppC-hindcast-noAgung#experiment id dcppC-hindcast-noAgung hindcast but with only background volcanic forcing to be the same as that used in the 2015 forecast
experiment_id::dcppC-hindcast-noElChichon#experiment id dcppC-hindcast-noElChichon hindcast but with only background volcanic forcing to be the same as that used in the 2015 forecast
experiment_id::dcppC-hindcast-noPinatubo#experiment id dcppC-hindcast-noPinatubo hindcast but with only background volcanic forcing to be the same as that used in the 2015 forecast
experiment_id::dcppC-ipv-NexTrop-neg#experiment id dcppC-ipv-NexTrop-neg idealized negative northern extratropical IPV anomaly pattern
experiment_id::dcppC-ipv-NexTrop-pos#experiment id dcppC-ipv-NexTrop-pos idealized positive northern extratropical IPV anomaly pattern
experiment_id::dcppC-ipv-neg#experiment id dcppC-ipv-neg idealized negative IPV anomaly pattern
experiment_id::dcppC-ipv-pos#experiment id dcppC-ipv-pos idealized positive IPV anomaly pattern
experiment_id::dcppC-pac-control#experiment id dcppC-pac-control idealized Pacific control
experiment_id::dcppC-pac-pacemaker#experiment id dcppC-pac-pacemaker pacemaker Pacific experiment
experiment_id::deforest-globe#experiment id deforest-globe idealized transient global deforestation
experiment_id::esm-1pct-brch-1000PgC#experiment id esm-1pct-brch-1000PgC zero emissions simulation branched from 1% run after 1000 PgC cumulative emission
experiment_id::esm-1pct-brch-2000PgC#experiment id esm-1pct-brch-2000PgC zero emissions simulation branched from 1% run after 2000 PgC cumulative emission
experiment_id::esm-1pct-brch-750PgC#experiment id esm-1pct-brch-750PgC zero emissions simulation branched from 1% run after 750 PgC cumulative emission
experiment_id::esm-1pctCO2#experiment id esm-1pctCO2 emissions driven 1% run
experiment_id::esm-bell-1000PgC#experiment id esm-bell-1000PgC emissions driven 1000PgC bell-curve
experiment_id::esm-bell-2000PgC#experiment id esm-bell-2000PgC emissions driven 2000PgC bell-curve
experiment_id::esm-bell-750PgC#experiment id esm-bell-750PgC emissions driven 750PgC bell-curve
experiment_id::esm-hist#experiment id esm-hist all-forcing simulation of the recent past with atmospheric CO2 concentration calculated
experiment_id::esm-hist-ext#experiment id esm-hist-ext post-2014 all-forcing simulation with atmospheric CO2 concentration calculated
experiment_id::esm-past1000#experiment id esm-past1000 last millennium experiment with interactive carbon cycle
experiment_id::esm-pi-CO2pulse#experiment id esm-pi-CO2pulse pulse addition of 100 Gt carbon to pre-industrial atmosphere
experiment_id::esm-pi-cdr-pulse#experiment id esm-pi-cdr-pulse pulse removal of 100 Gt carbon from pre-industrial atmosphere
experiment_id::esm-piControl#experiment id esm-piControl pre-industrial control simulation with CO2 concentration calculated
experiment_id::esm-piControl-spinup#experiment id esm-piControl-spinup pre-industrial control simulation with CO2 concentration calculated (spin-up)
experiment_id::esm-ssp534-over#experiment id esm-ssp534-over emission-driven SSP5-3.4-OS scenario
experiment_id::esm-ssp585#experiment id esm-ssp585 emission-driven RCP8.5 based on SSP5
experiment_id::esm-ssp585-ocn-alk#experiment id esm-ssp585-ocn-alk emission-driven SSP5-8.5 scenario but with ocean alkalinization from year 2020 onward
experiment_id::esm-ssp585-ocn-alk-stop#experiment id esm-ssp585-ocn-alk-stop emission-driven SSP5-8.5 scenario with alkalinization terminated in year 2070
experiment_id::esm-ssp585-ssp126Lu#experiment id esm-ssp585-ssp126Lu emissions-driven SSP5-8.5 with SSP1-2.6 land use
experiment_id::esm-ssp585-ssp126Lu-ext#experiment id esm-ssp585-ssp126Lu-ext extension of the LUMIP emissions-driven simulation following SSP5-8.5 with SSP1-2.6 land use
experiment_id::esm-ssp585ext#experiment id esm-ssp585ext emission-driven long-term extension of the SSP5-8.5 scenario
experiment_id::esm-yr2010CO2-CO2pulse#experiment id esm-yr2010CO2-CO2pulse instantaneous 100 Gt C addition to an industrial era atmosphere
experiment_id::esm-yr2010CO2-cdr-pulse#experiment id esm-yr2010CO2-cdr-pulse instantaneous 100 Gt C removal from industrial era atmosphere
experiment_id::esm-yr2010CO2-control#experiment id esm-yr2010CO2-control historical emissions followed by fixed 2010 emissions (both model-diagnosed)
experiment_id::esm-yr2010CO2-noemit#experiment id esm-yr2010CO2-noemit branches from esm-yr2010CO2-control with zero emissions
experiment_id::faf-all#experiment id faf-all control plus perturbative surface fluxes of momentum, heat and water into ocean
experiment_id::faf-antwater-stress#experiment id faf-antwater-stress control plus perturbative surface fluxes of momentum and freshwater into ocean, the latter around the coast of Antarctica only
experiment_id::faf-heat#experiment id faf-heat control plus perturbative surface flux of heat into ocean
experiment_id::faf-heat-NA0pct#experiment id faf-heat-NA0pct control plus perturbative surface flux of heat into ocean
experiment_id::faf-heat-NA50pct#experiment id faf-heat-NA50pct control plus perturbative surface flux of heat into ocean
experiment_id::faf-passiveheat#experiment id faf-passiveheat control plus surface flux of passive heat tracer into ocean
experiment_id::faf-stress#experiment id faf-stress control plus perturbative surface flux of momentum into ocean
experiment_id::faf-water#experiment id faf-water control plus perturbative surface flux of water into ocean
experiment_id::futSST-pdSIC#experiment id futSST-pdSIC Atmosphere time slice with future SST and present day SIC
experiment_id::futureSST-4xCO2-solar#experiment id futureSST-4xCO2-solar year 100 SSTs from abrupt-4xCO2 with quadrupled CO2 and solar reduction
experiment_id::highres-future#experiment id highres-future coupled future 2015-2050 using a scenario as close to CMIP5 RCP8.5 as possible within CMIP6
experiment_id::highresSST-4xCO2#experiment id highresSST-4xCO2 highresSST-present SST with 4xCO2 concentrations
experiment_id::highresSST-LAI#experiment id highresSST-LAI common LAI dataset within the highresSST-present experiment
experiment_id::highresSST-future#experiment id highresSST-future forced atmosphere experiment for 2015-2050 using SST/sea-ice derived from CMIP5 RCP8.5 simulations and a scenario as close to RCP8.5 as possible within CMIP6
experiment_id::highresSST-p4K#experiment id highresSST-p4K uniform 4K warming of highresSST-present SST
experiment_id::highresSST-present#experiment id highresSST-present forced atmosphere experiment for 1950-2014
experiment_id::highresSST-smoothed#experiment id highresSST-smoothed smoothed SST version of highresSST-present
experiment_id::hist-1950#experiment id hist-1950 coupled historical 1950-2014
experiment_id::hist-1950HC#experiment id hist-1950HC historical forcing, but with1950s halocarbon concentrations; initialized in 1950
experiment_id::hist-CO2#experiment id hist-CO2 historical CO2-only run
experiment_id::hist-GHG#experiment id hist-GHG historical well-mixed GHG-only run
experiment_id::hist-GHG-cmip5#experiment id hist-GHG-cmip5 historical well-mixed GHG-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing)
experiment_id::hist-aer#experiment id hist-aer historical anthropogenic aerosols-only run
experiment_id::hist-aer-cmip5#experiment id hist-aer-cmip5 historical anthropogenic aerosols-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing)
experiment_id::hist-all-aer2#experiment id hist-all-aer2 historical ALL-forcing run with alternate estimates of aerosol forcing
experiment_id::hist-all-nat2#experiment id hist-all-nat2 historical ALL-forcing run with alternate estimates of natural forcing
experiment_id::hist-bgc#experiment id hist-bgc biogeochemically-coupled version of the simulation of the recent past with CO2 concentration prescribed
experiment_id::hist-nat#experiment id hist-nat historical natural-only run
experiment_id::hist-nat-cmip5#experiment id hist-nat-cmip5 historical natural-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing)
experiment_id::hist-noLu#experiment id hist-noLu historical with no land-use change
experiment_id::hist-piAer#experiment id hist-piAer historical forcing, but with pre-industrial aerosol emissions
experiment_id::hist-piNTCF#experiment id hist-piNTCF historical forcing, but with pre-industrial NTCF emissions
experiment_id::hist-resAMO#"experiment id hist-resAMO initialized from "" historical "" run year 1870 and SSTs in the AMO domain (0deg-70degN, 70degW-0deg) restored to AMIP SSTs with historical forcings"
experiment_id::hist-resIPO#"experiment id hist-resIPO initialized from "" historical "" run year 1870 and SSTs in tropical lobe of the IPO domain (20degS-20degN, 175degE-75degW) restored to AMIP SSTs with historical forcings"
experiment_id::hist-sol#experiment id hist-sol historical solar-only run
experiment_id::hist-spAer-aer#experiment id hist-spAer-aer historical simulation with specified anthropogenic aerosols, no other forcings
experiment_id::hist-spAer-all#experiment id hist-spAer-all historical simulation with specified anthropogenic aerosols
experiment_id::hist-stratO3#experiment id hist-stratO3 historical stratospheric ozone-only run
experiment_id::hist-totalO3#experiment id hist-totalO3 historical total ozone-only run
experiment_id::hist-volc#experiment id hist-volc historical volcanic-only run
experiment_id::histSST#experiment id histSST historical prescribed SSTs and historical forcing
experiment_id::histSST-1950HC#experiment id histSST-1950HC historical SSTs and historical forcing, but with 1950 halocarbon concentrations. Experiment is initialized from histSST (AerChemMIP) simulation from January 1950
experiment_id::histSST-noLu#experiment id histSST-noLu historical SSTs and historical forcing, but with pre-industrial LULCC
experiment_id::histSST-piAer#experiment id histSST-piAer historical SSTs and historical forcing, but with pre-industrial aerosol emissions
experiment_id::histSST-piCH4#experiment id histSST-piCH4 historical SSTs and historical forcing, but with pre-industrial methane concentrations
experiment_id::histSST-piN2O#experiment id histSST-piN2O historical SSTs and historical forcings, but with pre-industrial N2O concentrations
experiment_id::histSST-piNTCF#experiment id histSST-piNTCF historical SSTs and historical forcing, but with pre-industrial NTCF emissions
experiment_id::histSST-piO3#experiment id histSST-piO3 historical SSTs and historical forcing, but with pre-industrial ozone precursor emissions
experiment_id::historical#experiment id historical all-forcing simulation of the recent past
experiment_id::historical-cmip5#experiment id historical-cmip5 all-forcing simulation of the recent past (CMIP5-era [1850-2005] forcing)
experiment_id::historical-ext#experiment id historical-ext post-2014 all-forcing simulation
experiment_id::historical-withism#experiment id historical-withism historical with interactive ice sheet
experiment_id::ism-1pctCO2to4x-self#experiment id ism-1pctCO2to4x-self offline ice sheet model forced by ISM's own AOGCM 1pctCO2to4x output
experiment_id::ism-1pctCO2to4x-std#experiment id ism-1pctCO2to4x-std offline ice sheet model forced by ISMIP6-specified AOGCM 1pctCO2to4x output
experiment_id::ism-amip-std#experiment id ism-amip-std offline ice sheet forced by ISMIP6-specified AGCM AMIP output
experiment_id::ism-asmb-std#experiment id ism-asmb-std offline ice sheet forced by initMIP synthetic atmospheric experiment
experiment_id::ism-bsmb-std#experiment id ism-bsmb-std offline ice sheet forced by initMIP synthetic oceanic experiment
experiment_id::ism-ctrl-std#experiment id ism-ctrl-std offline ice sheet model initMIP control
experiment_id::ism-historical-self#experiment id ism-historical-self offline ice sheet forced by ISM's own AOGCM historical output
experiment_id::ism-historical-std#experiment id ism-historical-std offline ice sheet forced by ISMIP6-specified AOGCM historical output
experiment_id::ism-lig127k-std#experiment id ism-lig127k-std offline ice sheet forced by ISMIP6-specified AGCM last interglacial output
experiment_id::ism-pdControl-std#experiment id ism-pdControl-std offline ice sheet forced by ISMIP6-specified AOGCM pdControl output
experiment_id::ism-piControl-self#experiment id ism-piControl-self offline ice sheet forced by ISM's own AOGCM piControl output
experiment_id::ism-ssp585-self#experiment id ism-ssp585-self offline ice sheet forced by ISM's own AOGCM ssp585 output
experiment_id::ism-ssp585-std#experiment id ism-ssp585-std offline ice sheet forced by ISMIP6-specified AOGCM ssp585 output
experiment_id::land-cCO2#experiment id land-cCO2 historical land-only constant CO2
experiment_id::land-cClim#experiment id land-cClim historical land-only constant climate
experiment_id::land-crop-grass#experiment id land-crop-grass historical land-only with cropland as natural grassland
experiment_id::land-crop-noFert#experiment id land-crop-noFert historical land-only with no fertilizer
experiment_id::land-crop-noIrrig#experiment id land-crop-noIrrig historical land-only with no irrigation
experiment_id::land-crop-noIrrigFert#experiment id land-crop-noIrrigFert historical land-only with managed crops but with irrigation and fertilization held constant
experiment_id::land-hist#experiment id land-hist historical land-only
experiment_id::land-hist-altLu1#experiment id land-hist-altLu1 historical land-only alternate land-use history
experiment_id::land-hist-altLu2#experiment id land-hist-altLu2 historical land-only alternate land use history
experiment_id::land-hist-altStartYear#experiment id land-hist-altStartYear historical land-only alternate start year
experiment_id::land-hist-cruNcep#experiment id land-hist-cruNcep as land-hist with CRU-NCEP forcings
experiment_id::land-hist-princeton#experiment id land-hist-princeton as land-hist with Princeton forcings
experiment_id::land-hist-wfdei#experiment id land-hist-wfdei as land-hist with WFDEI forcings
experiment_id::land-noFire#experiment id land-noFire historical land-only with no human fire management
experiment_id::land-noLu#experiment id land-noLu historical land-only with no land-use change
experiment_id::land-noPasture#experiment id land-noPasture historical land-only with constant pastureland
experiment_id::land-noShiftCultivate#experiment id land-noShiftCultivate historical land-only with shifting cultivation turned off
experiment_id::land-noWoodHarv#experiment id land-noWoodHarv historical land-only with no wood harvest
experiment_id::land-ssp126#experiment id land-ssp126 future ssp1-2.6 land only
experiment_id::land-ssp434#experiment id land-ssp434 future ssp4-3.4 land only
experiment_id::land-ssp585#experiment id land-ssp585 future ssp5-8.5 land only
experiment_id::lfmip-initLC#"experiment id lfmip-initLC initialized from "" historical "" run year 1980, but with land conditions initialized from pseudo-observations"
experiment_id::lfmip-pdLC#"experiment id lfmip-pdLC prescribed land conditions (from current climate climatology) and initialized from "" historical "" run year 1980"
experiment_id::lfmip-pdLC-cruNcep#experiment id lfmip-pdLC-cruNcep as LFMIP-pdLC with Land-Hist-cruNcep
experiment_id::lfmip-pdLC-princeton#experiment id lfmip-pdLC-princeton as LFMIP-pdLC with Land-Hist-princeton
experiment_id::lfmip-pdLC-wfdei#experiment id lfmip-pdLC-wfdei as LFMIP-pdLC with Land-Hist-wfdei
experiment_id::lfmip-rmLC#"experiment id lfmip-rmLC prescribed land conditions (from running mean climatology) and initialized from "" historical "" run year 1980"
experiment_id::lfmip-rmLC-cruNcep#experiment id lfmip-rmLC-cruNcep as LFMIP-rmLC with Land-Hist-cruNcep
experiment_id::lfmip-rmLC-princeton#experiment id lfmip-rmLC-princeton as LFMIP-rmLC with Land-Hist-princeton
experiment_id::lfmip-rmLC-wfdei#experiment id lfmip-rmLC-wfdei as LFMIP-rmLC with Land-Hist-wfdei
experiment_id::lgm#experiment id lgm last glacial maximum
experiment_id::lig127k#experiment id lig127k last interglacial (127k)
experiment_id::midHolocene#experiment id midHolocene mid-Holocene
experiment_id::midPliocene-eoi400#experiment id midPliocene-eoi400 mid-Pliocene warm period
experiment_id::modelSST-futArcSIC#experiment id modelSST-futArcSIC Atmosphere time slice with present day coupled model SST and future Arctic SIC
experiment_id::modelSST-pdSIC#experiment id modelSST-pdSIC Atmosphere time slice present day control with coupled model SST
experiment_id::omip1#experiment id omip1 OMIP experiment forced by Large and Yeager (CORE-2, NCEP) atmospheric data set and initialized with observed physical and biogeochemical ocean data
experiment_id::omip1-spunup#experiment id omip1-spunup OMIP experiment forced by Large and Yeager (CORE-2, NCEP) atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model
experiment_id::omip2#experiment id omip2 OMIP experiment forced by JRA55-do atmospheric data set and initialized with observed physical and biogeochemical ocean data
experiment_id::omip2-spunup#experiment id omip2-spunup OMIP experiment forced by JRA55-do atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model
experiment_id::pa-futAntSIC#experiment id pa-futAntSIC Partially-coupled time slice constrained by future Antarctic SIC
experiment_id::pa-futAntSIC-ext#experiment id pa-futAntSIC-ext Partially-coupled extended simulation with future Antarctic SIC
experiment_id::pa-futArcSIC#experiment id pa-futArcSIC Partially-coupled time slice constrained by future Arctic SIC
experiment_id::pa-futArcSIC-ext#experiment id pa-futArcSIC-ext Partially-coupled extended simulation with future Arctic SIC
experiment_id::pa-pdSIC#experiment id pa-pdSIC Partially-coupled time slice contrained by present day SIC
experiment_id::pa-pdSIC-ext#experiment id pa-pdSIC-ext Partially-coupled extended simulation constrained by present day SIC
experiment_id::pa-piAntSIC#experiment id pa-piAntSIC Partially-coupled time slice with pre-industrial Antarctic SIC
experiment_id::pa-piArcSIC#experiment id pa-piArcSIC Partially-coupled time slice constrained by pre-industrial Arctic SIC
experiment_id::past1000#experiment id past1000 last millennium
experiment_id::past1000-solaronly#experiment id past1000-solaronly last millennium experiment using only solar forcing
experiment_id::past1000-volconly#experiment id past1000-volconly last millennium experiment using only volcanic forcing
experiment_id::past2k#experiment id past2k last two millennia experiment
experiment_id::pdSST-futAntSIC#experiment id pdSST-futAntSIC Atmosphere time slice with present day SST and future Antarctic SIC
experiment_id::pdSST-futArcSIC#experiment id pdSST-futArcSIC Atmosphere time slice with present day SST and future Arctic SIC
experiment_id::pdSST-futArcSICSIT#experiment id pdSST-futArcSICSIT Atmosphere time slice with present day SST and future Arctic SIC and sea ice thickness
experiment_id::pdSST-futBKSeasSIC#experiment id pdSST-futBKSeasSIC Atmosphere time slice with present day SST and future Barents and Kara Seas SIC
experiment_id::pdSST-futOkhotskSIC#experiment id pdSST-futOkhotskSIC Atmosphere time slice with present day SST and future Sea of Okhotsk SIC
experiment_id::pdSST-pdSIC#experiment id pdSST-pdSIC Atmosphere time slice with present day SST and SIC
experiment_id::pdSST-pdSICSIT#experiment id pdSST-pdSICSIT Atmosphere time slice constrained by present day conditions including sea ice thickness
experiment_id::pdSST-piAntSIC#experiment id pdSST-piAntSIC Atmosphere time slice with present day SST and pre-industrial Antarctic SIC
experiment_id::pdSST-piArcSIC#experiment id pdSST-piArcSIC Atmosphere time slice with present day SST and pre-industrial Arctic SIC
experiment_id::piClim-2xDMS#experiment id piClim-2xDMS pre-industrial climatological SSTs and forcing, but with doubled emissions of DMS
experiment_id::piClim-2xNOx#experiment id piClim-2xNOx pre-industrial climatological SSTs and forcing, but with doubled production of NOx due to lightning
experiment_id::piClim-2xVOC#experiment id piClim-2xVOC pre-industrial climatological SSTs and forcing, but with doubled emissions of biogenic VOCs
experiment_id::piClim-2xdust#experiment id piClim-2xdust pre-industrial climatological SSTs and forcing, but with doubled emissions of dust
experiment_id::piClim-2xfire#experiment id piClim-2xfire pre-industrial climatological SSTs and forcing, but with doubled emissions from fires
experiment_id::piClim-2xss#experiment id piClim-2xss pre-industrial climatological SSTs and forcing, but with doubled emissions of sea salt
experiment_id::piClim-4xCO2#experiment id piClim-4xCO2 effective radiative forcing by 4xCO2
experiment_id::piClim-BC#experiment id piClim-BC pre-industrial climatological SSTs and forcing, but with 2014 black carbon emissions
experiment_id::piClim-CH4#experiment id piClim-CH4 pre-industrial climatological SSTs and forcing, but with 2014 methane concentrations (including chemistry)
